Neighbourhood,Fast Food Restaurant,Cluster Labels,Postalcode,Neighbourhood Latitude,Neighbourhood Longitude,Venue,fsq_id,Venue Latitude,Venue Longitude,Venue Category
Little Portugal,0.25,1,M6J,43.6479267,-79.4197497,MYMY Chicken,5a048cd879187178748291a8,43.666215,-79.407097,Fried Chicken Joint
Little Portugal,0.25,1,M6J,43.6479267,-79.4197497,Krispy Kreme,4cdb1125d4ecb1f7d9777748,43.661442,-79.409421,Café
Little Portugal,0.25,1,M6J,43.6479267,-79.4197497,Domino's Pizza,4bba5d947421a59380b5c340,43.641769,-79.402072,Pizzeria
 Old Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Jack Astor's Bar and Grill,5d03e75b25ecca002cd3d832,43.689281,-79.584524,Gastropub
 Old Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Subway,e7b190bcfa2aca88869c1e8d,43.708115,-79.616025,Deli
 Old Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Pizza Pizza,4c5c7fc02815c928803db267,43.711805,-79.567144,Pizzeria
 Old Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Teriyaki Experience,4c9b730fd4b1b1f79ad8d835,43.720557,-79.600604,Fast Food Restaurant
 Old Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Jimmy the Greek,4c7d1f14d65437047352bfa2,43.720283,-79.600512,Fast Food Restaurant
 Old Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Taco Bell,5501f29c498e01eb24880773,43.720238,-79.600365,Fast Food Restaurant
 Old Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Charlie's Steakery,068daf9d02c84d8c4b11d999,43.720179,-79.600402,Fast Food Restaurant
 Old Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Subway,4b9e610ef964a52066de36e3,43.69138,-79.576678,Deli
Malvern,0.3,1,M1B,43.8066863,-79.1943534,Pauls Breakfast and Burgers,4fb6e87be4b079584547a8c1,43.803827,-79.16971,Fast Food Restaurant
 Railway Lands,0.3,1,M5V,43.6289467,-79.3944199,Mean Bao,5480b4ad498e73897b755aac,43.646767,-79.403571,Chinese Restaurant
 Railway Lands,0.3,1,M5V,43.6289467,-79.3944199,Five Guys Burgers & Fries,573b65fb498e9bcba6b1089a,43.64875,-79.381682,Burger Joint
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Harry's Drive-In,5077013be4b059e49e757ec8,43.74932,-79.277268,Burger Joint
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,McDonald's,4c8e7eb1b3bcb60c6a085a27,43.806494,-79.221761,Burger Joint
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,Taco Bell,4e00fd4c7d8beaa1649e49f8,43.806592,-79.221964,Fast Food Restaurant
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,Pauls Breakfast and Burgers,4fb6e87be4b079584547a8c1,43.803827,-79.16971,Fast Food Restaurant
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,Fossil & Haggis Pub,4b5baa34f964a5209e0e29e3,43.790251,-79.1956,Sports Bar
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,BeaverTails,5cb835f37d849700391921bb,43.820788,-79.182657,Fast Food Restaurant
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,McDonald's,4c3660c80a71c9b6d30f3dc9,43.798157,-79.201423,Burger Joint
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,Pizza Hut,4cb9e2d84495721e640c4d7a,43.805893,-79.220729,Pizzeria
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,Quiznos,4b89abadf964a520ae4a32e3,43.798518,-79.196321,Fast Food Restaurant
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,Teriyaki Experience,52db09c8498e74fef1f5f470,43.798524,-79.196228,Fast Food Restaurant
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,Subway,5e111483c8192c000879e272,43.801094,-79.200426,Deli
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,Mr Jerk,4ceaa2f0f8653704f906bec4,43.801218,-79.200257,Fish and Chips Shop
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,Pizza Pizza,4bf0817e24f020a11c33684f,43.806776,-79.220961,Pizzeria
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,Just Soups Take Out & Catering,5233664111d21dea9ae2f38d,43.801081,-79.199017,Caribbean Restaurant
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,Tim Hortons,59f780f010345b3bacff062b,43.824981,-79.185371,Restaurant
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,A&W Restaurant,5c8b3c303b83070039d7a320,43.809274,-79.222992,Fast Food Restaurant
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,Tim Hortons,577d75e4498ee027e606da17,43.790552,-79.193724,Restaurant
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,Pizza Pizza,4ba6f126f964a520ee7839e3,43.807483,-79.176045,Pizzeria
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,Popeye's Louisiana Kitchen,4bc0bfdeabf49521a0c9bf93,43.790264,-79.195414,Fried Chicken Joint
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,Wendy's,579a91b3498e9bd833afa78a,43.801984,-79.198172,Burger Joint
 Rouge,0.3,1,M1B,43.8066863,-79.1943534,BeaverTails,4c546bef1b46c9b689e291ce,43.820683,-79.182547,Dessert Shop
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,Ice Queen Restaurant,4b5f4774f964a5209cb129e3,43.639691,-79.44675,Burger Joint
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,High Park Deli Express,4b2eb71ef964a5208be524e3,43.653148,-79.467659,Deli
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,Pizza Pizza,4bbccec78ec3d13a82421b28,43.650786,-79.47691,Pizzeria
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,Pizza Nova,4c4d00b5a34b2d7f8b989898,43.654867,-79.451852,Pizzeria
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,Pizzaville,4c6e0bebd5c3a1cde478c72b,43.655051,-79.459316,Pizzeria
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,A&W Restaurant,588294c39c439d0a27702402,43.66559,-79.464893,American Restaurant
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Pizza Nova,4bf32a9594af2d7fd4363972,43.749529,-79.277488,Pizzeria
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,All Star Cafe,4c2d15c84e132d7ff5d49bdf,43.648539,-79.464673,Fast Food Restaurant
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Johnny's Shawarma,51d9f826498ee73dd503b0dc,43.76704,-79.281691,Fast Food Restaurant
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Jollibee,5abb985d64c8e111cb92d2d4,43.773213,-79.28102,Fast Food Restaurant
 Scarborough Village West,0.25,1,M1M,43.716316,-79.2394761,Subway,bfe57968b8ab4a283ebffb36,43.725466,-79.230543,Deli
 Scarborough Village West,0.25,1,M1M,43.716316,-79.2394761,Little Caesars Pizza,4bf193e399d02d7f1b4dc948,43.7096,-79.248289,Pizzeria
 Scarborough Village West,0.25,1,M1M,43.716316,-79.2394761,Mitzie's Jerk,54becfde498ed9a1220e1e95,43.710325,-79.249151,Fast Food Restaurant
 Scarborough Village West,0.25,1,M1M,43.716316,-79.2394761,McDonald's,4b928f1bf964a5203e0434e3,43.724673,-79.253501,Burger Joint
 Scarborough Village West,0.25,1,M1M,43.716316,-79.2394761,Pizza Pizza,4c9239bc51d9b1f7f10b8746,43.708435,-79.267764,Pizzeria
 Scarborough Village West,0.25,1,M1M,43.716316,-79.2394761,Pizza Pizza,4d8ba6930c4e41bd10f9667f,43.710264,-79.242917,Pizzeria
 Scarborough Village West,0.25,1,M1M,43.716316,-79.2394761,A&W Restaurant,5d3000a33fa42a00087759ae,43.7368,-79.248842,American Restaurant
 Scarborough Village West,0.25,1,M1M,43.716316,-79.2394761,Pizza Pizza,4c85a8c2ee6fef3b9b123e5c,43.722444,-79.235128,Pizzeria
 Scarborough Village West,0.25,1,M1M,43.716316,-79.2394761,Tim Hortons,59f77abd9e0d54323e13fd66,43.717538,-79.259033,Restaurant
 Scarborough Village West,0.25,1,M1M,43.716316,-79.2394761,Pizza Pizza,4c952867533aa093f374c645,43.722391,-79.235073,Pizzeria
 Scarborough Village West,0.25,1,M1M,43.716316,-79.2394761,Subway,4c730d9e8efc3704a3b7147d,43.709731,-79.248029,Deli
 Scarborough Village West,0.25,1,M1M,43.716316,-79.2394761,Mama's Boys Burgers,4f8f50f1e4b08140614558ed,43.708487,-79.267819,Burger Joint
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Subway,4bcdd76fb6c49c74c9029691,43.773022,-79.282115,Sandwich Spot
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Subway,4bb2187af964a52062b83ce3,43.763074,-79.291564,Deli
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Pizza Pizza,4cef23ab7db3224b8b2d2b2e,43.75268,-79.264068,Pizzeria
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,McDonald's,5bd60b3ea8eb60002c583a64,43.773324,-79.281835,Burger Joint
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Burger King,4be572b42468c92856010043,43.750998,-79.265585,Burger Joint
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Subway,4e4ef61ac65bb313ba7fb7a0,43.748878,-79.275605,Sandwich Spot
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Tim Hortons,573f8f56cd105b73f4782a47,43.765138,-79.281579,Restaurant
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Mucho Burrito Fresh Mexican Grill,5105765de4b0f2b95d85aff8,43.772964,-79.282153,Fast Food Restaurant
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Pizza Pizza,4ca3cbfed5a2a1436a7f4c90,43.768164,-79.268324,Pizzeria
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Pita Pit,4b9a86fcf964a52008be35e3,43.7699044,-79.2818319,Sandwich Spot
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Popeye's Louisiana Kitchen,4c339cb27cc0c9b6e115f29a,43.751248,-79.263657,Fast Food Restaurant
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Big Moe's Burgers,50e76974e4b08b441d502c86,43.744252,-79.297831,Burger Joint
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Hopper Hut,4ba0f128f964a520cc8837e3,43.76583,-79.28211,Fast Food Restaurant
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Patty King,4c23a14ca852c9280ed0e16c,43.773572,-79.268141,Bakery
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,Taco Bell,4c0d22dbb1b676b0631be086,43.760883,-79.279786,Fast Food Restaurant
 Scarborough Town Centre,0.3,1,M1P,43.7574096,-79.273304,A&W Restaurant,4b26f64ff964a520868324e3,43.766266,-79.301908,American Restaurant
 Railway Lands,0.3,1,M5V,43.6289467,-79.3944199,Smoke's Poutinerie Inc,4ada0505f964a520591d21e3,43.648543,-79.387633,Fast Food Restaurant
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,Pizza Pizza,4b550d56f964a5205ad927e3,43.654711,-79.459354,Pizzeria
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,Subway,4dceadb4d22deadedd58116d,43.659184,-79.438097,Deli
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Subway,e7b190bcfa2aca88869c1e8d,43.708115,-79.616025,Deli
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Pizza Pizza,4c5c7fc02815c928803db267,43.711805,-79.567144,Pizzeria
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Teriyaki Experience,4c9b730fd4b1b1f79ad8d835,43.720557,-79.600604,Fast Food Restaurant
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Jimmy the Greek,4c7d1f14d65437047352bfa2,43.720283,-79.600512,Fast Food Restaurant
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Taco Bell,5501f29c498e01eb24880773,43.720238,-79.600365,Fast Food Restaurant
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Charlie's Steakery,068daf9d02c84d8c4b11d999,43.720179,-79.600402,Fast Food Restaurant
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Bourbon St. Grill,4c8914c397828cfa5a42a1aa,43.720172,-79.600494,Diner
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Subway,4b9e610ef964a52066de36e3,43.69138,-79.576678,Deli
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Subway,4c2e13824e132d7f14799ddf,43.686998,-79.597861,Sandwich Spot
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Domino's Pizza,4ee6ae870e61681b98595db0,43.719319,-79.594594,Pizzeria
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Pita Land,4d7d05bccf3f3704b0395c40,43.713196,-79.5802,Fast Food Restaurant
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Burger King,59f71e5d61e53b2614f3a598,43.720245,-79.600272,Burger Joint
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Wendy's,4bc748906501c9b6721b3e29,43.718673,-79.570747,Burger Joint
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ca607c097c8a1cdb8336ca5,43.718954,-79.570747,Deli
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Subway,4c2278a67e85c9287d13bc21,43.720363,-79.600198,Deli
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ce416f3b8df548126e7b19b,43.719288,-79.59576,Deli
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ba25180f964a520d1ec37e3,43.713085,-79.580182,Sandwich Spot
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Popeye's Louisiana Kitchen,5cbb533873fe25002c27c7b6,43.720717,-79.599975,Fried Chicken Joint
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,McDonald's,4bb12f6af964a52098813ce3,43.717586,-79.5701,Burger Joint
 Railway Lands,0.3,1,M5V,43.6289467,-79.3944199,Pita & Grill,4c70715c9c6d6dcb11cad27a,43.642282,-79.383411,Fast Food Restaurant
 Railway Lands,0.3,1,M5V,43.6289467,-79.3944199,iQ Food Co,4d756edfbf4fb1f74fe8722a,43.6469,-79.382416,Fast Food Restaurant
 Railway Lands,0.3,1,M5V,43.6289467,-79.3944199,A&W Restaurant,50900478e4b07bfac811aa2c,43.649173,-79.395961,American Restaurant
 Railway Lands,0.3,1,M5V,43.6289467,-79.3944199,Subway,5e506470929cbd0008d7207e,43.637818,-79.392328,Sandwich Spot
 Railway Lands,0.3,1,M5V,43.6289467,-79.3944199,Popeye's Louisiana Kitchen,5b9299663d479100392ebe10,43.640183,-79.381394,Fried Chicken Joint
 Railway Lands,0.3,1,M5V,43.6289467,-79.3944199,Domino's Pizza,4bba5d947421a59380b5c340,43.641769,-79.402072,Pizzeria
 Railway Lands,0.3,1,M5V,43.6289467,-79.3944199,Pizza Pizza,4b80a2c1f964a520908230e3,43.640131,-79.381339,Pizzeria
 Railway Lands,0.3,1,M5V,43.6289467,-79.3944199,Subway,4ba2c7acf964a5209f1838e3,43.63956,-79.383435,Deli
 Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Jack Astor's Bar and Grill,5d03e75b25ecca002cd3d832,43.689281,-79.584524,Gastropub
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,Bloor Jane Physiotherapy and Active Rehabilitation,4b5328a0f964a520a59027e3,43.649578,-79.484195,Burger Joint
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,Mambo Lounge,4b63a054f964a52008882ae3,43.676509,-79.358037,Cuban Restaurant
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,A&W Restaurant,5306c4c511d234448cf8010b,43.679268,-79.344723,American Restaurant
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,A&W Restaurant,58fb073e09e2835b7ff25f1e,43.640515,-79.437768,American Restaurant
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,A&W Restaurant,5d3000979a169c0008f5cf3a,43.655282,-79.433871,American Restaurant
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,Souvlaki Hut,4fca5cc9e4b0c1168226c1aa,43.651687,-79.474577,Fast Food Restaurant
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,Falafel World,4b51f5c2f964a520945d27e3,43.649901,-79.482845,Falafel Restaurant
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,Coffee Tree,4b91740af964a520adbd33e3,43.64975,-79.483381,Café
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,La Tortilleria,4b2a65a4f964a52050a824e3,43.659629,-79.435082,Fast Food Restaurant
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,Rustic Cosmo Cafe,4ae1d132f964a520ab8721e3,43.6421,-79.429889,Coffee Shop
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,Fat Bastard Burrito Co,546f7c9e498e9b5b70b88dca,43.6498758,-79.4828208,Fast Food Restaurant
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,Loga's Corner,54838585498e1787e915457d,43.640421,-79.435976,Fast Food Restaurant
 Roncesvalles,0.25,1,M6R,43.6489597,-79.456325,King Slice,4ae35797f964a520bc9321e3,43.65593,-79.454968,Pizzeria
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,Wendy's,579400f5498eeafb24897f10,43.660268,-79.360604,Burger Joint
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,Popeye's Louisiana Kitchen,63ae22048c05423669a89ee8,43.660967,-79.360248,Fried Chicken Joint
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,The Burger's Priest,5c69b5cba92d98002c8f7105,43.677899,-79.348936,Fast Food Restaurant
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,Tim Hortons,5dd8176307121000075ef966,43.695244,-79.342761,Restaurant
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,Popeye's Louisiana Kitchen,5e20faf6477b08000783b929,43.672411,-79.3782,Fast Food Restaurant
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,Tim Hortons,5a6e0c605f68b93a075d0bc1,43.660012,-79.361031,Restaurant
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,Pizza Nova,4aec7471f964a5204cc721e3,43.677043,-79.355315,Pizzeria
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,Subway,4c03df916c349c74576b750c,43.683459,-79.323961,Deli
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,Popeye's Louisiana Kitchen,5e24a5f6b84080000806e84b,43.668557,-79.339099,Fast Food Restaurant
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,Subway,4bd22db89854d13a7129fb4d,43.68891,-79.348823,Deli
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,Liberty Shawarma,51ce40c2498ee7d5fe865ccc,43.659032,-79.349748,Falafel Restaurant
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,Sultan of Samosas,52af6dc5498e33995b0bbf03,43.660428,-79.366147,Fast Food Restaurant
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,A&W Restaurant,5a8bb49167e5f2027196caf4,43.675999,-79.358892,American Restaurant
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,A&W Restaurant,5d300095844dd80008b34464,43.665363,-79.352248,American Restaurant
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,Bombay Chowpatty,4bac30a2f964a52018ea3ae3,43.671871,-79.324283,Fast Food Restaurant
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,Burger Stomper,4f77a0bee4b0421082fd6459,43.67759,-79.352409,Burger Joint
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,The Cannonball,4ad883f6f964a520f01121e3,43.658106,-79.352453,Bar
 Riverdale,0.3,1,M4K,43.6795571,-79.352188,Completo,53af0086498eb15122135e6a,43.662589,-79.333899,Fast Food Restaurant
Malvern,0.3,1,M1B,43.8066863,-79.1943534,Taco Bell,4e00fd4c7d8beaa1649e49f8,43.806592,-79.221964,Fast Food Restaurant
 Old Rexdale,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ba25180f964a520d1ec37e3,43.713085,-79.580182,Sandwich Spot
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,Falafel Royal,4cbf5b879ca85481470fb616,43.601701,-79.501787,Falafel Restaurant
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,Subway,4c599f28b05c1b8dc333d6b1,43.670696,-79.394109,Deli
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,Quiznos,4b588b7ef964a5201b5d28e3,43.688426,-79.393521,Diner
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,Druxy's Famous Deli,595414411c0b344b38f9e744,43.68834,-79.393929,Fast Food Restaurant
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,Subway,4c2231a49390c9b64a20cacd,43.68804,-79.412736,Deli
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,Birds and Beans Cafe,4b912dfef964a52077a833e3,43.614034,-79.488973,Café
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,Egglicious Cafe & Grill,4cfe0c5020fe370474f562f8,43.606349,-79.520941,Café
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,Shawarma Grill express,4fa2b984e4b0e8e38770bcef,43.621606,-79.522575,Fast Food Restaurant
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,Domino's Pizza,4e1f329fae60cd553deeb4a0,43.601599,-79.500883,Pizzeria
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,Avenue Cafe,5179a1a2e4b0b721094c563c,43.624198,-79.484306,Café
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,Pizza Hut,5ac94ef6acb00b392386370b,43.602156,-79.500179,Pizzeria
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,McDonald's,4b2840d3f964a520999124e3,43.602361,-79.49886,Fast Food Restaurant
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,McDonald's,4bee4cb5d355a593c1c40a60,43.602368,-79.498812,Burger Joint
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,Pizza Pizza,4b5383d0f964a520a1a027e3,43.626569,-79.502445,Pizzeria
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,Halibut House Fish and Chips Inc,5c272af5f5e9d7002cf5595e,43.601866,-79.501066,Fast Food Restaurant
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,Pizza Hut,90354acd8a2a4c59954bc15f,43.601943,-79.499257,Pizzeria
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,Chick-Fil-A,5d71504374f7d80008b792cd,43.669581,-79.386261,Fast Food Restaurant
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,Subway,5221eb5e11d22a67f4fc9218,43.602201,-79.498038,Deli
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,Subway,4b4f6b9bf964a520d20527e3,43.698565,-79.396963,Deli
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,A&W Restaurant,5a8bb49167e5f2027196caf4,43.675999,-79.358892,American Restaurant
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Muncheez Creperie,54977468498e25e66e40168d,43.803301,-79.419474,Fast Food Restaurant
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Me Va Me,4bd23df977b29c746f628e82,43.796041,-79.431161,Fast Food Restaurant
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Golden Star Restaurant,4adcbb20f964a5202f2f21e3,43.801533,-79.420598,Burger Joint
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,Hollywood Gelato,4ad8ec59f964a5200b1621e3,43.706734,-79.375707,Ice Cream Parlor
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,Playa Cabana,4dd5c8762271c5d36d13e5c1,43.675966,-79.40117,Fast Food Restaurant
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,Flaming Stove,4cc9ae6141e75481dff85d84,43.698371,-79.395763,Fast Food Restaurant
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,Burger Shack,4ae65d5af964a520ada621e3,43.704728,-79.40567,Burger Joint
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,Salad Days,4ae87dbbf964a520c9af21e3,43.670468,-79.387197,Fast Food Restaurant
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,Patisserie la Cigogne,4b5727cef964a520942828e3,43.70657,-79.375634,Bakery
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,Fit For Life,4b7ef2b1f964a520980b30e3,43.707236,-79.396662,Diner
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,Panago Pizza Inc,4f21daaae4b063d4fdda6292,43.708159,-79.392456,Pizzeria
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,The Bagel House,4bc9d5543740b713e9515f65,43.704873,-79.375036,Bagel Shop
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,Pizza Pizza,4b59169df964a520f17b28e3,43.698768,-79.396481,Pizzeria
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,A&W Restaurant,50353048e4b0c42300d9c847,43.706869,-79.397072,American Restaurant
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,Pizza Hut,4bd76b035cf276b0623e9b00,43.700661,-79.373477,Pizzeria
Moore Park,0.25,1,M4T,43.6895743,-79.3831599,A&W Restaurant,61218d0ea313105ffb620ca0,43.669986,-79.383005,American Restaurant
 Newtonbrook,0.3,1,M2M,43.789053,-79.4084928,Nino d'Aversa Bakery,4b894c75f964a520962932e3,43.804658,-79.420911,Bakery
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,London Fried Chicken,5b9e8273a795bd0037e89772,43.601164,-79.504502,Fast Food Restaurant
New Toronto,0.25,1,M8V,43.6056466,-79.5013207,Pizza Pizza,4aef1af3f964a520a9d521e3,43.601866,-79.501066,Pizzeria
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,Tim Hortons,5b719dc0f00a70002ca138d0,43.725508,-79.402622,Restaurant
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,A&W Restaurant,4c57591fa7d976b02bbadcee,43.704521,-79.407743,American Restaurant
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,Smoke's Poutinerie,53fb6edb498ea83bbd755b52,43.706435,-79.398407,Fast Food Restaurant
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,Subway,4ae8e6f2f964a52034b321e3,43.730121,-79.403313,Deli
North Toronto West,0.3,1,M4R,43.7153834,-79.4056784,A&W Restaurant,4c3f24af0596c928c53a8578,43.707022,-79.398828,American Restaurant
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,Bamiyan Kabob,4d617a7829ef236a606fb159,43.773878,-79.492063,Fast Food Restaurant
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,California Sandwiches,4b535847f964a520529827e3,43.755981,-79.473986,American Restaurant
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,Subway,4d5019f79b27721eb3a5aa46,43.759113,-79.466524,Deli
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,Subway,53519763498e47e697942d9a,43.764391,-79.489591,Deli
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,Pizza Pizza,57c565d1498e511ed9c27695,43.764756,-79.489978,Pizzeria
