Neighbourhood,Fast Food Restaurant,Cluster Labels,Postalcode,Neighbourhood Latitude,Neighbourhood Longitude,Venue,fsq_id,Venue Latitude,Venue Longitude,Venue Category
CN Tower,0.3,1,M5V,43.6289467,-79.3944199,Subway,4ba2c7acf964a5209f1838e3,43.63956,-79.383435,Deli
CN Tower,0.3,1,M5V,43.6289467,-79.3944199,Five Guys Burgers & Fries,573b65fb498e9bcba6b1089a,43.64875,-79.381682,Burger Joint
CN Tower,0.3,1,M5V,43.6289467,-79.3944199,Smoke's Poutinerie Inc,4ada0505f964a520591d21e3,43.648543,-79.387633,Fast Food Restaurant
CN Tower,0.3,1,M5V,43.6289467,-79.3944199,A&W Restaurant,50900478e4b07bfac811aa2c,43.649173,-79.395961,American Restaurant
CN Tower,0.3,1,M5V,43.6289467,-79.3944199,Mean Bao,5480b4ad498e73897b755aac,43.646767,-79.403571,Chinese Restaurant
CN Tower,0.3,1,M5V,43.6289467,-79.3944199,Chipotle Mexican Grill,59304fea4186863fd6a112bb,43.649606,-79.391542,Fast Food Restaurant
CN Tower,0.3,1,M5V,43.6289467,-79.3944199,Saffron Spice Kitchen,5209947a11d24085eb84660d,43.648465,-79.397204,Fast Food Restaurant
CN Tower,0.3,1,M5V,43.6289467,-79.3944199,What a Bagel,4f7dd9a6e4b09d309a47f7fe,43.647638,-79.39623,Bagel Shop
CN Tower,0.3,1,M5V,43.6289467,-79.3944199,iQ Food Co,50bd1248e4b0382138bdd292,43.647128,-79.379274,Fast Food Restaurant
CN Tower,0.3,1,M5V,43.6289467,-79.3944199,McCafé,5669c9fd498e28dcd049abbd,43.644585,-79.381066,Café
CN Tower,0.3,1,M5V,43.6289467,-79.3944199,The Burger's Priest,5578720f498ee3b165b1f32b,43.648562,-79.387543,Burger Joint
CN Tower,0.3,1,M5V,43.6289467,-79.3944199,A&W Restaurant,57be1ded498edab44ddf8725,43.646031,-79.389757,American Restaurant
CN Tower,0.3,1,M5V,43.6289467,-79.3944199,Mini Bar,4b03ff12f964a520cd5022e3,43.64709,-79.396049,Café
CN Tower,0.3,1,M5V,43.6289467,-79.3944199,BeaverTails,55a19437498eeea53fa58b54,43.639663,-79.38005,Dessert Shop
CN Tower,0.3,1,M5V,43.6289467,-79.3944199,iQ Food Co,4d756edfbf4fb1f74fe8722a,43.6469,-79.382416,Fast Food Restaurant
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Subway,4bcdd76fb6c49c74c9029691,43.773022,-79.282115,Sandwich Spot
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,A&W Restaurant,4b26f64ff964a520868324e3,43.766266,-79.301908,American Restaurant
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Jollibee,5abb985d64c8e111cb92d2d4,43.773213,-79.28102,Fast Food Restaurant
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Taco Bell,4c0d22dbb1b676b0631be086,43.760883,-79.279786,Fast Food Restaurant
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Patty King,4c23a14ca852c9280ed0e16c,43.773572,-79.268141,Bakery
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Hopper Hut,4ba0f128f964a520cc8837e3,43.76583,-79.28211,Fast Food Restaurant
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Big Moe's Burgers,50e76974e4b08b441d502c86,43.744252,-79.297831,Burger Joint
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Popeye's Louisiana Kitchen,4c339cb27cc0c9b6e115f29a,43.751248,-79.263657,Fast Food Restaurant
CN Tower,0.3,1,M5V,43.6289467,-79.3944199,Pita & Grill,4c70715c9c6d6dcb11cad27a,43.642282,-79.383411,Fast Food Restaurant
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Pita Pit,4b9a86fcf964a52008be35e3,43.7699044,-79.2818319,Sandwich Spot
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Mucho Burrito Fresh Mexican Grill,5105765de4b0f2b95d85aff8,43.772964,-79.282153,Fast Food Restaurant
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Tim Hortons,573f8f56cd105b73f4782a47,43.765138,-79.281579,Restaurant
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Subway,4e4ef61ac65bb313ba7fb7a0,43.748878,-79.275605,Sandwich Spot
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Burger King,4be572b42468c92856010043,43.750998,-79.265585,Burger Joint
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,McDonald's,5bd60b3ea8eb60002c583a64,43.773324,-79.281835,Burger Joint
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Pizza Pizza,4cef23ab7db3224b8b2d2b2e,43.75268,-79.264068,Pizzeria
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Subway,4bb2187af964a52062b83ce3,43.763074,-79.291564,Deli
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Pizza Pizza,4ca3cbfed5a2a1436a7f4c90,43.768164,-79.268324,Pizzeria
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Johnny's Shawarma,51d9f826498ee73dd503b0dc,43.76704,-79.281691,Fast Food Restaurant
Brockton,0.25,1,M6K,43.6368472,-79.4281914,Pizza Pizza,4b5889baf964a520c25c28e3,43.643329,-79.423822,Pizzeria
Brockton,0.25,1,M6K,43.6368472,-79.4281914,Man vs Fries,2be8a93fcb0d464d9d6d0727,43.640849,-79.417022,Fast Food Restaurant
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Domino's Pizza,4bd3a52db221c9b62055dad0,43.704886,-79.288314,Pizzeria
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Little Caesars Pizza,4bf193e399d02d7f1b4dc948,43.7096,-79.248289,Pizzeria
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Subway,4c0be1a96071a59372e5e132,43.690281,-79.290745,Deli
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Star Kabob,5ab8db09e679bc6844bd2a5f,43.705638,-79.251086,Fast Food Restaurant
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Domino's Pizza,4fe75885e4b0af2e67cbfc19,43.705638,-79.251086,Pizzeria
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Little Caesars Pizza,55e395f2498ef8656c4c9ff6,43.687366,-79.285982,Pizzeria
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Zam Zam Tikka & Kabab,55e33cba498e2abd1db0243e,43.707624,-79.268105,Fast Food Restaurant
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Mitzie's Jerk,54becfde498ed9a1220e1e95,43.710325,-79.249151,Fast Food Restaurant
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Mr Tastys Drive in,4e112e29b3adf2a0f5a2c258,43.689853,-79.293578,Burger Joint
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Subway,4e305ec68877341a515c1023,43.680727,-79.286951,Deli
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Pegasus Billiards,98bf31fe62e54d3f38af8ce9,43.694531,-79.274522,Pool Hall
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Pizza Pizza,4c9239bc51d9b1f7f10b8746,43.708435,-79.267764,Pizzeria
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Subway,4c730d9e8efc3704a3b7147d,43.709731,-79.248029,Deli
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Anne's Kitchen,0b3f266b4a8046901e5df6b6,43.69143,-79.264491,Fast Food Restaurant
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Subway,4c30e1927cc0c9b68dffed9a,43.706722,-79.268946,Deli
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Mama's Boys Burgers,4f8f50f1e4b08140614558ed,43.708487,-79.267819,Burger Joint
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,McDonald's,4d56269c67d8ec4af6bf4eb3,43.687555,-79.28648,Burger Joint
Brockton,0.25,1,M6K,43.6368472,-79.4281914,CiCi's Pizza,4b89e012f964a5202b5332e3,43.639643,-79.442021,Pizzeria
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Burger King,4af9e037f964a520f11422e3,43.690773,-79.288576,Burger Joint
Brockton,0.25,1,M6K,43.6368472,-79.4281914,Loga's Corner,54838585498e1787e915457d,43.640421,-79.435976,Fast Food Restaurant
Brockton,0.25,1,M6K,43.6368472,-79.4281914,Wings & Things,819acb9100134394e1f7448b,43.640895,-79.417169,American Restaurant
Brockton,0.25,1,M6K,43.6368472,-79.4281914,Momo Cafe,6249e04c8a25a836e0023475,43.640481,-79.43823,Fast Food Restaurant
Brockton,0.25,1,M6K,43.6368472,-79.4281914,We Cater to You,4be15896a7380f4704bd19b0,43.638543,-79.417868,Fast Food Restaurant
Brockton,0.25,1,M6K,43.6368472,-79.4281914,Hero Certified Burgers,4e6bb632b61cc3728e22e9bc,43.638294,-79.418202,Burger Joint
Brockton,0.25,1,M6K,43.6368472,-79.4281914,A&W Restaurant,5d3000979a169c0008f5cf3a,43.655282,-79.433871,American Restaurant
Brockton,0.25,1,M6K,43.6368472,-79.4281914,Subway,4b719ec8f964a52096512de3,43.638829,-79.427028,Deli
Brockton,0.25,1,M6K,43.6368472,-79.4281914,Wendy's,607e1c4f7150f31b1cc40dee,43.639523,-79.411341,Burger Joint
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,Swiss Chalet Rotisserie & Grill,a9aa322475f8410b7aa07866,43.694373,-79.275948,Fast Food Restaurant
Brockton,0.25,1,M6K,43.6368472,-79.4281914,Domino's Pizza,4bba5d947421a59380b5c340,43.641769,-79.402072,Pizzeria
Brockton,0.25,1,M6K,43.6368472,-79.4281914,Wendy's,65c2d75b9be86d606f10b27f,43.638969,-79.427654,Burger Joint
Brockton,0.25,1,M6K,43.6368472,-79.4281914,Fat Bastard Burrito,50a6bfa9067dc58023a417f9,43.639743,-79.421425,Fast Food Restaurant
Brockton,0.25,1,M6K,43.6368472,-79.4281914,Mean Bao,5480b4ad498e73897b755aac,43.646767,-79.403571,Chinese Restaurant
Brockton,0.25,1,M6K,43.6368472,-79.4281914,Bobbie Sue's Mac + Cheese,56119f45498efc11cc6fbfdc,43.647901,-79.420393,Mac and Cheese Joint
Brockton,0.25,1,M6K,43.6368472,-79.4281914,College Falafel,4b8a1959f964a520f15f32e3,43.654614,-79.423011,Diner
Brockton,0.25,1,M6K,43.6368472,-79.4281914,Sicilian Sidewalk Cafe,4b773d3ef964a520b78a2ee3,43.65533,-79.41859,Café
Brockton,0.25,1,M6K,43.6368472,-79.4281914,California Sandwiches,4ad4c061f964a52098f720e3,43.652528,-79.412344,American Restaurant
Brockton,0.25,1,M6K,43.6368472,-79.4281914,A&W Restaurant,58fb073e09e2835b7ff25f1e,43.640515,-79.437768,American Restaurant
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Pizza Nova,4bf32a9594af2d7fd4363972,43.749529,-79.277488,Pizzeria
Dorset Park,0.3,1,M1P,43.7574096,-79.273304,Harry's Drive-In,5077013be4b059e49e757ec8,43.74932,-79.277268,Burger Joint
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,South St. Burger,4b4766bff964a520f43026e3,43.710489,-79.36184,Burger Joint
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Subway,2aaa27b2987642d823d9abf2,43.738081,-79.240332,Deli
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Al Mac's Bar & Grill,341a8cf54cb04e670c23633e,43.709508,-79.249585,Burger Joint
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Zam Zam Tikka & Kabab,55e33cba498e2abd1db0243e,43.707624,-79.268105,Fast Food Restaurant
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Wimpys Head Office,4b93cf2af964a520c35234e3,43.716,-79.261694,Diner
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Mr. Sub,4d35d379c75a6ea8b5af2bae,43.716198,-79.260508,Fast Food Restaurant
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Star Kabob,5ab8db09e679bc6844bd2a5f,43.705638,-79.251086,Fast Food Restaurant
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Domino's Pizza,4fe75885e4b0af2e67cbfc19,43.705638,-79.251086,Pizzeria
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,Panago Pizza Inc,4f21daaae4b063d4fdda6292,43.708159,-79.392456,Pizzeria
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Arby's Roast Beef Restaurant,00c6a19710604cb348010bc4,43.726171,-79.231683,Fast Food Restaurant
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Little Caesars Pizza,4bf193e399d02d7f1b4dc948,43.7096,-79.248289,Pizzeria
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Mitzie's Jerk,54becfde498ed9a1220e1e95,43.710325,-79.249151,Fast Food Restaurant
Cliffside,0.25,1,M1M,43.716316,-79.2394761,McDonald's,4b928f1bf964a5203e0434e3,43.724673,-79.253501,Burger Joint
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Pizza Pizza,4c9239bc51d9b1f7f10b8746,43.708435,-79.267764,Pizzeria
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Pizza Pizza,4d8ba6930c4e41bd10f9667f,43.710264,-79.242917,Pizzeria
Cliffside,0.25,1,M1M,43.716316,-79.2394761,A&W Restaurant,5d3000a33fa42a00087759ae,43.7368,-79.248842,American Restaurant
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Pizza Pizza,4c85a8c2ee6fef3b9b123e5c,43.722444,-79.235128,Pizzeria
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Subway,bfe57968b8ab4a283ebffb36,43.725466,-79.230543,Deli
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Tim Hortons,59f77abd9e0d54323e13fd66,43.717538,-79.259033,Restaurant
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,Hollywood Gelato,4ad8ec59f964a5200b1621e3,43.706734,-79.375707,Ice Cream Parlor
Davisville,0.25,1,M4S,43.7043244,-79.3887901,Five Guys Burgers & Fries,50943f60498e4ddf6785eca4,43.705648,-79.361212,Burger Joint
Davisville,0.25,1,M4S,43.7043244,-79.3887901,Fit For Life,4b7ef2b1f964a520980b30e3,43.707236,-79.396662,Diner
Davisville,0.25,1,M4S,43.7043244,-79.3887901,Burger Shack,4ae65d5af964a520ada621e3,43.704728,-79.40567,Burger Joint
Davisville,0.25,1,M4S,43.7043244,-79.3887901,Phipps Bakery Cafe,4c6fec0eb3ce224b581b72c6,43.704227,-79.411019,Bakery
Davisville,0.25,1,M4S,43.7043244,-79.3887901,Rolltation,589f58fbd0bb3e25a8e5a88a,43.707344,-79.398271,Fast Food Restaurant
Davisville,0.25,1,M4S,43.7043244,-79.3887901,Patisserie la Cigogne,4b5727cef964a520942828e3,43.70657,-79.375634,Bakery
Davisville,0.25,1,M4S,43.7043244,-79.3887901,Aroma Espresso Bar,4b77f28ff964a520c6af2ee3,43.707022,-79.398828,Café
Davisville,0.25,1,M4S,43.7043244,-79.3887901,Flaming Stove,4cc9ae6141e75481dff85d84,43.698371,-79.395763,Fast Food Restaurant
Davisville,0.25,1,M4S,43.7043244,-79.3887901,Subway,4c59dbe3d3aee21e2f486955,43.701778,-79.387695,Deli
Davisville,0.25,1,M4S,43.7043244,-79.3887901,Chipotle Mexican Grill,55e648c2498e05836b7febc5,43.708304,-79.39819,Fast Food Restaurant
Davisville,0.25,1,M4S,43.7043244,-79.3887901,The Bagel House,4bc9d5543740b713e9515f65,43.704873,-79.375036,Bagel Shop
Davisville,0.25,1,M4S,43.7043244,-79.3887901,Millwood Melt,4f491eb6e4b08df2fc587af0,43.70341,-79.36343,Fast Food Restaurant
Davisville,0.25,1,M4S,43.7043244,-79.3887901,A&W Restaurant,50353048e4b0c42300d9c847,43.706869,-79.397072,American Restaurant
Davisville,0.25,1,M4S,43.7043244,-79.3887901,Souvlaki Express,4b13f568f964a520f29a23e3,43.707583,-79.389556,Fast Food Restaurant
Davisville,0.25,1,M4S,43.7043244,-79.3887901,Pizza Pizza,4b59169df964a520f17b28e3,43.698768,-79.396481,Pizzeria
Davisville,0.25,1,M4S,43.7043244,-79.3887901,A&W Restaurant,5d3000908fe07d00081e8b8b,43.715254,-79.399955,American Restaurant
Davisville,0.25,1,M4S,43.7043244,-79.3887901,Pizza Hut,4bd76b035cf276b0623e9b00,43.700661,-79.373477,Pizzeria
Davisville,0.25,1,M4S,43.7043244,-79.3887901,Good Bite Restaurant,4aecfe47f964a5209ccc21e3,43.711432,-79.399204,Diner
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Pizza Pizza,4c952867533aa093f374c645,43.722391,-79.235073,Pizzeria
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Subway,4c730d9e8efc3704a3b7147d,43.709731,-79.248029,Deli
Cliffside,0.25,1,M1M,43.716316,-79.2394761,Mama's Boys Burgers,4f8f50f1e4b08140614558ed,43.708487,-79.267819,Burger Joint
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,Burger Shack,4ae65d5af964a520ada621e3,43.704728,-79.40567,Burger Joint
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,Rolltation,589f58fbd0bb3e25a8e5a88a,43.707344,-79.398271,Fast Food Restaurant
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,Phipps Bakery Cafe,4c6fec0eb3ce224b581b72c6,43.704227,-79.411019,Bakery
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,Aroma Espresso Bar,4b77f28ff964a520c6af2ee3,43.707022,-79.398828,Café
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,Patisserie la Cigogne,4b5727cef964a520942828e3,43.70657,-79.375634,Bakery
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,Chipotle Mexican Grill,55e648c2498e05836b7febc5,43.708304,-79.39819,Fast Food Restaurant
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,Good Bite Restaurant,4aecfe47f964a5209ccc21e3,43.711432,-79.399204,Diner
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,Fit For Life,4b7ef2b1f964a520980b30e3,43.707236,-79.396662,Diner
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,The Burger's Priest,4ec6f17593ad41338c371e69,43.73261,-79.403851,Burger Joint
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,The Bagel House,4bc9d5543740b713e9515f65,43.704873,-79.375036,Bagel Shop
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,A&W Restaurant,50353048e4b0c42300d9c847,43.706869,-79.397072,American Restaurant
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,Millwood Melt,4f491eb6e4b08df2fc587af0,43.70341,-79.36343,Fast Food Restaurant
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,A&W Restaurant,5d3000908fe07d00081e8b8b,43.715254,-79.399955,American Restaurant
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,Souvlaki Express,4b13f568f964a520f29a23e3,43.707583,-79.389556,Fast Food Restaurant
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,Pizza Pizza,4b59169df964a520f17b28e3,43.698768,-79.396481,Pizzeria
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,Five Guys Burgers & Fries,50943f60498e4ddf6785eca4,43.705648,-79.361212,Burger Joint
Davisville North,0.25,1,M4P,43.7127511,-79.3901975,Flaming Stove,4cc9ae6141e75481dff85d84,43.698371,-79.395763,Fast Food Restaurant
Clairville,0.25,1,M9W,43.7067483,-79.5940544,McDonald's,4bb12f6af964a52098813ce3,43.717586,-79.5701,Burger Joint
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Popeye's Louisiana Kitchen,5cbb533873fe25002c27c7b6,43.720717,-79.599975,Fried Chicken Joint
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ba25180f964a520d1ec37e3,43.713085,-79.580182,Sandwich Spot
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Jack Astor's Bar and Grill,5d03e75b25ecca002cd3d832,43.689281,-79.584524,Gastropub
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Subway,e7b190bcfa2aca88869c1e8d,43.708115,-79.616025,Deli
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Pizza Pizza,4c5c7fc02815c928803db267,43.711805,-79.567144,Pizzeria
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Teriyaki Experience,4c9b730fd4b1b1f79ad8d835,43.720557,-79.600604,Fast Food Restaurant
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Jimmy the Greek,4c7d1f14d65437047352bfa2,43.720283,-79.600512,Fast Food Restaurant
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Taco Bell,5501f29c498e01eb24880773,43.720238,-79.600365,Fast Food Restaurant
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Charlie's Steakery,068daf9d02c84d8c4b11d999,43.720179,-79.600402,Fast Food Restaurant
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Bourbon St. Grill,4c8914c397828cfa5a42a1aa,43.720172,-79.600494,Diner
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Subway,4b9e610ef964a52066de36e3,43.69138,-79.576678,Deli
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Subway,4c2e13824e132d7f14799ddf,43.686998,-79.597861,Sandwich Spot
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Domino's Pizza,4ee6ae870e61681b98595db0,43.719319,-79.594594,Pizzeria
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Pita Land,4d7d05bccf3f3704b0395c40,43.713196,-79.5802,Fast Food Restaurant
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Burger King,59f71e5d61e53b2614f3a598,43.720245,-79.600272,Burger Joint
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Wendy's,4bc748906501c9b6721b3e29,43.718673,-79.570747,Burger Joint
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ca607c097c8a1cdb8336ca5,43.718954,-79.570747,Deli
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Subway,4c2278a67e85c9287d13bc21,43.720363,-79.600198,Deli
Clairville,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ce416f3b8df548126e7b19b,43.719288,-79.59576,Deli
Birch Cliff,0.25,1,M1N,43.692657,-79.2648481,No Bull Burgers,51df585f498ef3df406f9857,43.680572,-79.285196,Burger Joint
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,Itacate,58c442ef4ca49b2c8e7df995,43.679408,-79.437178,Fast Food Restaurant
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,CocoaLatte,4b6f0c25f964a52060d92ce3,43.68163,-79.425185,Café
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,Hodo Kwaja,4add0122f964a5205d6321e3,43.66431,-79.415537,Bakery
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,Playa Cabana,4dd5c8762271c5d36d13e5c1,43.675966,-79.40117,Fast Food Restaurant
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,A&W Restaurant,50900478e4b07bfac811aa2c,43.649173,-79.395961,American Restaurant
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,Domino's Pizza,4bba5d947421a59380b5c340,43.641769,-79.402072,Pizzeria
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,Krispy Kreme,4cdb1125d4ecb1f7d9777748,43.661442,-79.409421,Café
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,MYMY Chicken,5a048cd879187178748291a8,43.666215,-79.407097,Fried Chicken Joint
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,Baskin-Robbins,4aeba2a9f964a5200ac421e3,43.663723,-79.418202,Ice Cream Parlor
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,Chipotle Mexican Grill,59304fea4186863fd6a112bb,43.649606,-79.391542,Fast Food Restaurant
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,Randy's Take-Out,4bb596b2941ad13ae9661ee3,43.697223,-79.442377,Caribbean Restaurant
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,Mother's Dumplings,4b7716a9f964a520297c2ee3,43.657172,-79.399434,Dim Sum Restaurant
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,La Tortilleria,4b2a65a4f964a52050a824e3,43.659629,-79.435082,Fast Food Restaurant
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,What a Bagel,4f7dd9a6e4b09d309a47f7fe,43.647638,-79.39623,Bagel Shop
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,Saffron Spice Kitchen,5209947a11d24085eb84660d,43.648465,-79.397204,Fast Food Restaurant
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,A&W Restaurant,57be1ded498edab44ddf8725,43.646031,-79.389757,American Restaurant
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,The Burgernator,514b665bf31c2c1960f7a8aa,43.655619,-79.402272,Burger Joint
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,Karine's,4c90c810ae96a093599f9d46,43.653858,-79.390957,Fast Food Restaurant
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,FIKA Cafe,51a261ca498ea3d3eaf40876,43.653507,-79.400439,Café
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,Mini Bar,4b03ff12f964a520cd5022e3,43.64709,-79.396049,Café
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,Otto's Berlin Döner,55820db4498e4abb523622bf,43.656355,-79.402951,Gastropub
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,CocoaLatte,4b6f0c25f964a52060d92ce3,43.68163,-79.425185,Café
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,Phipps Bakery Cafe,4c6fec0eb3ce224b581b72c6,43.704227,-79.411019,Bakery
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Jimmy the Greek,4c7d1f14d65437047352bfa2,43.720283,-79.600512,Fast Food Restaurant
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Taco Bell,5501f29c498e01eb24880773,43.720238,-79.600365,Fast Food Restaurant
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Charlie's Steakery,068daf9d02c84d8c4b11d999,43.720179,-79.600402,Fast Food Restaurant
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Bourbon St. Grill,4c8914c397828cfa5a42a1aa,43.720172,-79.600494,Diner
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Subway,4b9e610ef964a52066de36e3,43.69138,-79.576678,Deli
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Subway,4c2e13824e132d7f14799ddf,43.686998,-79.597861,Sandwich Spot
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Domino's Pizza,4ee6ae870e61681b98595db0,43.719319,-79.594594,Pizzeria
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,Burger Shack,4ae65d5af964a520ada621e3,43.704728,-79.40567,Burger Joint
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Pita Land,4d7d05bccf3f3704b0395c40,43.713196,-79.5802,Fast Food Restaurant
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Wendy's,4bc748906501c9b6721b3e29,43.718673,-79.570747,Burger Joint
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ca607c097c8a1cdb8336ca5,43.718954,-79.570747,Deli
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Subway,4c2278a67e85c9287d13bc21,43.720363,-79.600198,Deli
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ce416f3b8df548126e7b19b,43.719288,-79.59576,Deli
